,age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,Income
14613,58,2,10,15,1,3,1,0,0,0,0,45,1
14614,36,2,0,13,1,3,1,0,0,7688,0,40,1
14615,67,2,1,9,6,0,0,0,1,15831,0,16,1
14616,61,2,9,16,1,3,1,0,0,0,0,40,1
14617,55,4,8,4,0,4,4,1,1,0,0,40,0
14618,35,3,1,9,0,0,0,0,0,0,0,40,0
14619,35,2,12,6,0,4,4,1,1,0,0,38,0
14620,20,0,5,10,0,0,3,0,1,0,0,10,0
14621,51,2,1,9,1,0,2,1,1,0,0,40,0
14622,23,2,0,13,0,3,3,0,0,0,0,40,0
14623,39,2,1,9,1,8,1,0,0,0,0,24,0
14624,36,2,5,10,2,4,4,0,1,0,0,40,0
14625,47,2,1,9,1,5,1,0,0,0,0,45,1
14626,27,2,0,13,0,5,0,0,0,0,0,80,1
14627,29,2,1,9,1,6,1,0,0,0,0,40,0
14628,21,0,5,10,0,11,0,0,0,0,0,40,0
14629,18,2,5,10,0,0,0,0,1,0,0,20,0
14630,24,2,5,10,0,1,3,0,0,0,0,20,0
14631,39,3,1,9,1,6,1,0,0,0,0,40,1
14632,51,0,5,10,1,1,1,0,0,0,0,40,0
14633,47,2,0,13,1,10,1,0,0,15024,0,40,1
14634,62,2,5,10,2,0,4,0,1,0,0,30,0
14635,49,2,0,13,1,1,1,0,0,0,0,40,1
14636,20,2,2,7,1,4,1,0,0,0,0,40,0
14637,24,2,5,10,0,5,0,0,0,0,0,40,0
14638,25,2,1,9,0,1,3,0,1,0,0,40,0
14639,54,1,0,13,1,5,1,0,0,0,0,40,0
14640,25,2,1,9,0,6,3,0,0,0,0,40,0
14641,43,2,5,10,2,5,4,0,1,0,0,55,1
14642,26,2,0,13,0,1,0,0,0,0,1876,38,0
14643,24,2,1,9,1,2,1,0,0,0,0,40,0
14644,18,2,2,7,0,4,3,3,0,0,0,20,0
14645,45,5,5,10,1,3,2,0,1,0,0,40,1
14646,45,1,1,9,1,1,1,0,0,0,0,25,0
14647,26,2,0,13,0,5,0,0,0,0,0,40,0
14648,47,2,5,10,0,4,3,0,0,0,0,40,0
14649,21,6,1,9,0,6,3,1,0,0,0,40,0
14650,29,2,1,9,2,4,4,0,1,0,0,99,0
14651,68,2,5,10,1,3,1,0,0,0,0,15,0
14652,21,2,5,10,0,1,0,1,0,0,0,48,0
14653,28,5,5,10,0,1,0,0,0,0,0,30,0
14654,46,2,1,9,1,1,2,0,1,0,0,40,1
14655,35,2,1,9,4,7,4,1,1,0,0,48,0
14656,50,1,12,6,0,6,0,0,0,0,0,25,0
14657,48,5,5,10,2,1,0,0,0,0,0,40,0
14658,59,2,0,13,1,6,1,0,0,15024,0,50,1
14659,23,2,5,10,0,1,3,1,0,0,0,40,0
14660,53,2,1,9,6,5,0,0,1,0,0,30,0
14661,50,5,3,14,1,5,1,0,0,0,0,40,1
14662,53,2,14,8,3,2,0,4,0,0,0,56,0
14663,52,2,1,9,1,9,1,1,0,0,0,48,0
14664,38,2,0,13,1,3,1,0,0,0,0,50,0
14665,43,2,3,14,1,1,1,0,0,0,0,50,1
14666,35,2,0,13,1,4,2,0,1,0,0,32,0
14667,41,2,10,15,1,1,1,0,0,0,0,50,1
14668,22,2,5,10,0,5,3,0,0,0,0,40,0
14669,39,2,1,9,1,4,1,0,0,0,0,60,1
14670,45,2,3,14,1,5,1,0,0,0,0,40,1
14671,31,2,4,5,1,8,2,0,1,0,0,42,0
14672,40,2,0,13,1,3,1,0,0,0,1887,40,1
14673,47,1,11,3,1,7,1,0,0,0,0,20,0
14674,53,2,1,9,1,6,1,1,0,0,0,40,0
14675,53,5,0,13,1,5,1,0,0,0,0,60,1
14676,33,4,0,13,0,10,0,1,0,0,1564,52,1
14677,24,2,0,13,0,0,3,0,1,0,0,20,0
14678,34,2,5,10,0,4,0,0,1,0,0,40,0
14679,46,5,1,9,1,5,1,0,0,0,0,50,1
14680,29,3,5,10,1,11,1,0,0,0,0,60,0
14681,61,0,2,7,6,4,4,0,1,0,0,32,1
14682,31,2,1,9,1,8,1,0,0,0,0,40,0
14683,29,2,1,9,3,10,3,1,0,0,0,40,0
14684,42,2,1,9,4,6,4,0,0,0,0,40,0
14685,50,3,5,10,1,1,1,0,0,0,0,40,0
14686,34,2,1,9,2,0,0,0,1,0,0,40,0
14687,39,2,8,4,1,7,1,0,0,0,0,40,0
14688,74,2,15,2,1,7,1,1,0,0,0,20,0
14689,40,2,5,10,1,5,1,0,0,0,0,40,0
14690,75,1,10,15,1,3,1,0,0,0,2174,50,1
14691,40,4,0,13,1,3,2,0,1,0,0,40,1
14692,36,2,2,7,1,6,1,0,0,0,0,40,0
14693,28,2,0,13,1,1,2,0,1,0,0,40,1
14694,19,2,5,10,0,0,0,0,1,0,0,18,0
14695,36,2,6,12,4,4,4,1,1,0,0,32,0
14696,50,3,5,10,2,0,4,0,1,0,880,40,0
14697,47,2,6,12,1,3,2,1,1,15024,0,40,1
14698,48,2,1,9,0,10,4,1,1,0,0,33,0
14699,60,5,1,9,2,6,0,0,0,0,0,40,0
14700,30,2,3,14,0,3,0,1,0,0,0,30,0
14701,32,2,0,13,1,1,1,0,0,0,0,50,1
14702,45,4,3,14,1,3,2,0,1,0,1977,35,1
14703,51,2,5,10,1,10,1,0,0,0,0,40,1
14704,53,2,4,5,3,9,4,1,0,0,0,75,0
14705,34,2,3,14,0,10,4,1,1,0,0,40,0
14706,48,1,3,14,1,1,1,0,0,0,0,40,1
14707,32,2,6,12,2,9,0,0,1,0,0,50,0
14708,31,2,1,9,2,1,4,1,1,0,0,40,0
14709,58,1,0,13,2,4,0,0,1,0,0,20,0
14710,32,2,6,12,1,1,1,0,0,0,0,60,1
14711,32,2,0,13,0,3,0,0,0,0,0,40,0
14712,40,2,0,13,2,5,3,0,0,0,0,80,0
14713,50,2,0,13,1,1,1,0,0,99999,0,55,1
14714,38,1,12,6,4,9,0,0,0,0,0,40,0
14715,30,2,1,9,1,9,1,0,0,0,0,40,0
14716,21,2,1,9,0,0,4,0,1,0,0,40,0
14717,28,2,0,13,0,3,3,0,1,0,1564,40,1
14718,63,2,1,9,1,5,1,0,0,0,0,48,0
14719,32,2,6,12,2,3,4,0,1,0,880,36,0
14720,25,2,1,9,0,5,0,0,0,0,0,45,0
14721,59,2,5,10,1,10,1,0,0,0,0,40,1
14722,22,4,7,11,0,0,3,0,1,0,0,10,0
14723,49,2,5,10,0,6,3,0,0,0,0,40,0
14724,36,2,0,13,0,1,0,0,0,0,0,40,0
14725,46,2,5,10,2,13,4,0,1,0,0,30,0
14726,37,4,10,15,1,3,1,0,0,0,0,60,1
14727,48,2,0,13,1,5,1,1,0,0,0,40,1
14728,43,2,5,10,1,4,1,0,0,0,1672,44,0
14729,41,2,1,9,1,1,1,0,0,0,0,40,1
14730,54,2,1,9,1,5,1,0,0,3464,0,40,0
14731,36,2,5,10,2,1,0,0,1,0,0,4,0
14732,29,2,0,13,2,4,4,4,1,0,0,40,0
14733,66,4,1,9,1,6,1,0,0,0,2267,40,0
14734,59,2,10,15,0,3,0,0,0,0,0,50,0
14735,62,2,0,13,1,1,1,0,0,0,0,40,1
14736,29,2,12,6,0,6,0,0,0,0,0,40,0
14737,28,2,0,13,1,5,1,0,0,0,0,45,1
14738,27,2,0,13,1,9,1,0,0,0,1887,60,1
14739,42,0,1,9,1,1,1,0,0,0,0,40,1
14740,60,2,7,11,1,6,1,0,0,0,0,46,1
14741,58,2,3,14,1,3,1,0,0,0,0,50,1
14742,27,2,5,10,1,6,1,0,0,0,0,40,0
14743,45,2,1,9,6,6,0,0,1,0,0,40,0
14744,50,2,5,10,1,6,1,0,0,0,0,40,1
14745,43,2,5,10,1,6,1,1,0,0,0,40,0
14746,39,2,10,15,2,1,0,0,0,0,0,50,0
14747,21,2,5,10,0,0,3,0,0,0,0,20,0
14748,24,2,1,9,1,2,1,1,0,0,0,70,0
14749,59,1,10,15,1,8,1,0,0,0,0,30,0
14750,36,2,1,9,1,9,1,0,0,0,0,40,1
14751,35,2,3,14,1,1,1,2,0,0,0,65,1
14752,33,2,5,10,2,2,3,0,0,0,0,40,0
14753,30,2,1,9,0,6,0,1,1,0,0,45,0
14754,40,2,7,11,2,6,4,0,0,0,0,50,1
14755,26,1,5,10,1,5,1,0,0,0,0,55,0
14756,37,3,7,11,4,0,0,1,0,0,0,40,0
14757,68,1,5,10,2,7,0,0,1,0,0,20,0
14758,45,2,0,13,1,6,1,0,0,0,0,72,1
14759,56,2,1,9,1,3,1,0,0,0,0,40,0
14760,36,2,1,9,0,0,3,0,1,0,0,40,0
14761,50,2,0,13,1,1,1,0,0,7298,0,50,1
14762,38,2,7,11,1,5,1,0,0,0,0,40,0
14763,29,2,0,13,1,5,1,0,0,0,0,41,0
14764,28,2,1,9,0,4,4,0,1,0,0,28,0
14765,39,3,5,10,1,0,1,0,0,0,0,50,0
14766,26,4,0,13,0,11,0,0,0,0,0,40,0
14767,52,5,5,10,2,1,0,0,0,0,0,65,1
14768,52,2,0,13,2,8,0,0,0,0,0,40,0
14769,84,2,1,9,6,4,0,0,1,0,0,13,0
14770,33,3,5,10,0,4,0,0,1,0,0,10,0
14771,46,3,10,15,1,3,1,0,0,15024,0,50,1
14772,30,2,1,9,0,5,0,0,1,0,0,35,0
14773,38,2,0,13,1,3,1,0,0,0,0,40,1
14774,66,2,1,9,6,13,0,0,1,0,0,8,0
14775,62,3,3,14,1,0,1,0,0,0,0,40,1
14776,31,2,0,13,1,1,1,1,0,0,1887,40,1
14777,31,2,0,13,1,6,1,0,0,0,0,40,1
14778,39,2,1,9,1,9,1,0,0,2829,0,40,0
14779,60,1,1,9,2,6,0,1,0,0,0,50,0
14780,27,2,0,13,0,10,3,0,1,0,0,40,0
14781,38,2,5,10,2,0,3,0,1,0,0,40,0
14782,25,2,1,9,0,2,5,0,0,0,0,40,0
14783,48,2,1,9,1,1,2,0,1,0,0,40,0
14784,42,1,0,13,0,3,0,0,0,0,0,50,0
14785,45,4,3,14,1,3,1,0,0,0,0,50,1
14786,22,2,5,10,0,5,3,0,0,0,0,40,0
14787,50,2,1,9,1,6,1,0,0,0,0,40,0
14788,21,2,1,9,0,8,0,0,0,0,0,40,0
14789,44,4,5,10,2,0,4,0,1,0,0,40,0
14790,60,1,1,9,4,4,0,1,0,0,1876,50,0
14791,51,2,1,9,1,9,1,0,0,0,0,48,0
14792,30,2,1,9,3,6,5,0,0,0,0,40,0
14793,46,1,6,12,2,6,0,0,0,0,0,40,0
14794,43,2,7,11,1,1,1,0,0,0,0,45,1
14795,57,2,1,9,0,4,0,1,0,0,0,48,0
14796,48,2,3,14,1,3,1,0,0,0,1902,40,1
14797,39,5,0,13,1,5,1,2,0,7688,0,40,1
14798,68,1,1,9,1,8,1,0,0,2414,0,40,0
14799,33,2,5,10,0,4,0,0,0,0,0,24,0
14800,22,6,1,9,0,2,3,0,0,4416,0,40,0
14801,28,2,1,9,0,9,0,0,0,0,0,50,0
14802,32,2,3,14,1,3,1,2,0,0,0,40,0
14803,56,2,1,9,2,6,0,0,0,0,0,42,0
14804,36,2,1,9,1,4,1,0,0,0,0,50,0
14805,34,2,5,10,1,1,1,0,0,0,0,55,0
14806,18,2,1,9,0,5,0,0,1,0,1721,40,0
14807,39,2,12,6,6,9,0,1,0,0,1590,40,0
14808,25,2,0,13,0,1,0,0,1,0,0,40,0
14809,27,1,5,10,0,6,0,0,0,0,0,35,0
14810,56,1,3,14,2,5,0,0,0,0,1876,60,0
14811,33,1,1,9,1,6,1,0,0,0,0,40,0
14812,49,5,9,16,1,3,1,1,0,0,0,60,1
14813,44,1,1,9,1,1,1,0,0,0,0,84,0
14814,30,1,2,7,0,6,0,0,0,0,0,45,1
14815,27,2,1,9,2,6,0,0,0,0,0,50,0
14816,25,2,0,13,0,0,0,0,0,0,0,40,1
14817,30,5,0,13,0,1,0,0,0,0,0,40,0
14818,38,2,6,12,1,4,1,0,0,0,0,40,0
14819,38,2,1,9,1,6,1,0,0,0,0,40,0
14820,46,2,5,10,2,5,4,0,1,0,0,40,0
14821,37,2,1,9,6,9,4,0,1,0,0,20,0
14822,62,2,1,9,1,1,1,0,0,0,0,40,1
14823,55,1,1,9,1,4,1,0,0,0,0,40,0
14824,47,1,1,9,3,6,0,0,0,0,0,40,0
14825,45,2,1,9,1,3,2,0,1,0,0,14,0
14826,50,2,1,9,1,6,1,0,0,0,0,40,0
14827,36,2,1,9,2,9,4,0,0,0,0,40,0
14828,45,2,1,9,0,5,0,0,1,0,0,20,0
14829,23,2,1,9,0,7,0,0,0,0,0,38,0
14830,37,2,6,12,1,1,1,0,0,7688,0,50,1
14831,38,0,9,16,1,3,1,0,0,0,0,55,1
14832,27,2,5,10,0,2,3,1,0,0,0,40,0
14833,29,2,0,13,1,5,2,0,1,0,0,50,0
14834,45,4,3,14,0,3,0,0,1,0,0,40,0
14835,41,5,1,9,1,5,1,0,0,0,1887,55,1
14836,38,1,5,10,0,4,0,0,1,0,0,20,0
14837,27,2,0,13,0,3,0,0,0,0,0,40,0
14838,51,3,5,10,1,2,1,4,0,0,0,40,0
14839,44,3,1,9,2,6,0,0,0,0,0,40,0
14840,33,3,3,14,1,7,1,1,0,0,0,40,0
14841,28,5,1,9,1,5,1,1,0,99999,0,40,1
14842,32,2,0,13,1,1,1,0,0,0,0,45,1
14843,43,2,3,14,1,3,1,0,0,0,0,55,0
14844,45,4,1,9,2,4,3,1,1,0,0,40,0
14845,52,3,6,12,1,4,1,0,0,7298,0,40,1
14846,24,2,1,9,0,4,0,0,0,0,0,35,0
14847,47,2,7,11,1,3,1,0,0,0,0,40,1
14848,53,5,9,16,2,1,0,0,0,14084,0,50,1
14849,31,2,0,13,1,5,1,0,0,0,0,40,1
14850,30,2,7,11,0,6,0,0,0,0,0,40,0
14851,56,2,1,9,1,0,1,0,0,0,0,40,0
14852,49,3,0,13,1,3,1,0,0,0,0,40,1
14853,38,2,1,9,1,7,1,0,0,0,0,40,0
14854,19,2,5,10,0,0,3,0,0,0,0,18,0
14855,39,2,7,11,1,6,1,0,0,0,0,40,0
14856,38,2,1,9,1,1,1,0,0,0,0,40,0
14857,47,2,1,9,1,7,1,0,0,0,0,55,1
14858,58,2,2,7,1,6,1,0,0,0,0,40,0
14859,27,2,1,9,0,7,0,1,0,2174,0,40,0
14860,59,4,3,14,2,3,0,0,0,0,0,40,1
14861,24,2,0,13,0,5,0,0,0,0,0,47,0
14862,42,2,7,11,1,9,1,0,0,2407,0,40,0
14863,53,0,3,14,1,1,1,0,0,0,0,60,1
14864,35,2,1,9,1,2,1,0,0,0,0,50,0
14865,36,4,1,9,1,0,2,2,1,0,0,40,1
14866,26,2,1,9,1,6,1,0,0,0,0,40,0
14867,33,2,4,5,4,0,0,0,0,0,0,48,0
14868,29,2,5,10,1,3,1,0,0,0,0,40,0
14869,43,2,2,7,1,2,1,0,0,0,0,40,0
14870,35,2,0,13,1,5,1,0,0,15024,0,50,1
14871,48,2,0,13,3,3,5,2,1,0,0,36,1
14872,45,4,3,14,2,3,0,0,1,0,0,40,0
14873,43,2,1,9,2,1,0,0,1,0,0,40,0
14874,27,2,4,5,0,4,3,0,0,0,0,30,0
14875,21,2,8,4,0,6,3,0,0,0,0,40,0
14876,39,2,5,10,1,0,1,0,0,15024,0,40,1
14877,52,1,0,13,1,5,1,0,0,15024,0,55,1
14878,41,5,0,13,6,3,4,0,1,0,0,40,0
14879,48,2,1,9,1,6,1,0,0,7688,0,70,1
14880,53,0,1,9,2,1,0,0,0,0,1092,40,0
14881,33,4,6,12,1,6,1,0,0,0,0,50,0
14882,37,2,12,6,0,6,3,0,0,0,0,35,0
14883,43,3,9,16,4,3,4,1,1,0,0,24,1
14884,20,2,5,10,0,0,0,0,1,0,0,40,0
14885,47,2,10,15,1,3,1,0,0,0,0,50,1
14886,36,1,1,9,1,8,1,0,0,0,0,70,0
14887,41,2,1,9,1,7,1,0,0,0,1887,45,1
14888,67,2,8,4,1,6,1,0,0,1797,0,40,0
14889,38,2,0,13,3,6,0,1,0,0,0,40,0
14890,47,1,3,14,0,1,0,1,0,0,0,25,0
14891,39,2,7,11,1,10,1,0,0,0,0,40,0
14892,34,1,0,13,1,1,1,0,0,0,1485,35,0
14893,36,2,1,9,0,4,3,1,0,0,0,35,0
14894,24,2,5,10,1,0,1,1,0,0,0,40,0
14895,50,1,1,9,1,8,1,0,0,0,0,84,0
14896,21,2,1,9,0,4,0,0,1,1055,0,30,0
14897,21,2,4,5,0,4,3,0,1,0,0,50,0
14898,40,2,1,9,0,6,0,0,0,0,0,40,0
14899,19,2,5,10,0,0,0,0,1,0,0,25,0
14900,38,2,1,9,0,9,0,0,1,0,0,40,0
14901,34,2,7,11,1,6,1,0,0,0,0,50,0
14902,44,4,5,10,2,1,0,0,0,0,0,50,0
14903,20,2,6,12,0,5,3,0,1,0,0,25,0
14904,44,2,1,9,0,1,0,0,0,0,1564,55,1
14905,49,4,1,9,2,0,0,0,1,594,0,10,0
14906,45,5,6,12,1,3,1,0,0,0,0,50,1
14907,24,2,1,9,0,6,3,0,0,0,0,40,0
14908,34,2,1,9,2,0,3,0,0,0,0,40,0
14909,58,1,1,9,1,5,1,0,0,0,0,72,1
14910,39,2,1,9,1,6,1,0,0,0,0,45,0
14911,22,2,1,9,0,4,3,0,0,0,0,40,0
14912,38,2,0,13,1,3,2,0,1,0,0,32,1
14913,32,3,10,15,1,3,1,0,0,15024,0,50,1
14914,45,0,1,9,2,7,0,0,0,0,0,48,0
14915,23,2,1,9,1,9,1,1,0,0,0,45,0
14916,35,2,6,12,1,6,1,0,0,0,0,45,0
14917,52,2,5,10,1,6,1,0,0,0,0,45,1
14918,55,2,5,10,2,6,0,0,0,0,0,40,0
14919,23,2,1,9,0,8,3,0,0,0,0,40,0
14920,22,2,0,13,1,0,3,3,1,2885,0,25,0
14921,27,2,1,9,1,0,1,0,0,0,0,40,0
14922,24,2,6,12,0,0,3,0,1,0,0,15,0
14923,21,2,5,10,0,6,0,0,0,0,0,40,0
14924,49,2,0,13,2,5,5,0,1,0,0,35,0
14925,32,2,14,8,1,9,1,0,0,0,0,40,0
14926,64,2,5,10,6,4,4,0,1,0,0,24,0
14927,37,1,1,9,0,8,4,0,0,0,0,50,0
14928,61,2,8,4,3,9,0,0,0,0,0,40,0
14929,44,2,1,9,1,6,2,0,1,0,0,40,1
14930,53,2,1,9,1,6,1,0,0,0,0,52,1
14931,43,2,3,14,0,3,0,0,0,0,0,50,1
14932,60,0,9,16,1,3,1,0,0,0,1902,40,1
14933,23,2,5,10,0,5,3,0,1,0,0,40,0
14934,25,2,3,14,1,9,0,0,0,0,0,40,0
14935,29,2,1,9,0,0,0,0,1,0,0,40,0
14936,51,2,0,13,2,3,4,0,1,0,0,55,0
14937,47,2,15,2,3,8,0,0,0,0,0,12,0
14938,20,2,1,9,0,1,4,0,1,0,0,40,0
14939,25,2,2,7,1,7,1,0,0,5178,0,40,1
14940,27,2,12,6,1,9,1,0,0,0,0,40,0
14941,23,2,1,9,0,0,0,0,1,0,0,40,0
14942,18,2,1,9,0,4,3,0,1,0,0,27,0
14943,23,2,8,4,1,7,1,0,0,0,0,32,0
14944,59,1,1,9,2,1,0,0,0,0,0,60,0
14945,46,2,1,9,0,0,0,0,1,0,0,37,0
14946,46,4,3,14,1,3,1,1,0,0,0,38,1
14947,36,4,2,7,0,4,4,0,1,0,0,23,0
14948,44,2,1,9,3,9,4,0,1,0,0,40,0
14949,17,2,2,7,0,5,3,0,0,0,0,20,0
14950,27,2,5,10,0,1,0,0,0,0,0,45,0
14951,32,2,5,10,1,5,1,0,0,0,0,40,1
14952,53,2,1,9,2,4,0,1,0,0,0,40,0
14953,22,2,5,10,0,3,3,0,0,0,0,98,0
14954,30,2,6,12,0,3,3,0,1,0,0,40,0
14955,47,1,0,13,1,3,1,0,0,0,2002,30,0
14956,68,1,5,10,1,5,1,0,0,0,0,40,1
14957,39,2,1,9,1,5,1,0,0,0,0,40,0
14958,22,2,0,13,0,0,3,0,1,0,0,40,0
14959,20,2,1,9,0,5,3,0,1,0,0,35,0
14960,21,2,1,9,0,2,5,0,0,0,0,38,0
14961,34,2,7,11,0,4,0,0,0,0,0,50,0
14962,30,1,1,9,1,1,1,0,0,0,0,75,0
14963,25,2,5,10,0,0,3,0,1,0,0,40,0
14964,23,0,1,9,0,4,3,0,1,0,0,21,0
14965,40,0,0,13,1,3,5,0,0,0,0,40,0
14966,26,3,1,9,0,0,0,2,0,0,0,40,0
14967,57,1,7,11,1,6,1,0,0,0,0,40,1
14968,36,2,7,11,1,1,1,0,0,0,0,60,1
14969,49,0,0,13,2,3,0,0,0,0,0,40,0
14970,58,2,1,9,1,6,1,0,0,0,0,40,1
14971,32,2,5,10,2,1,0,1,0,0,0,40,0
14972,59,2,1,9,1,0,1,0,0,0,0,45,1
14973,42,0,0,13,0,0,5,0,1,0,0,40,0
14974,37,2,0,13,1,1,1,2,0,0,0,40,0
14975,40,2,10,15,1,3,1,0,0,15024,0,45,1
14976,47,2,1,9,1,7,1,0,0,0,0,40,0
14977,56,2,0,13,1,3,1,0,0,0,0,45,1
14978,30,2,1,9,0,0,3,0,1,0,0,40,0
14979,42,2,1,9,6,1,0,1,1,0,0,35,0
14980,21,2,1,9,0,4,3,0,0,0,0,40,0
14981,21,2,1,9,3,9,3,0,1,0,0,40,0
14982,47,2,1,9,1,10,2,0,1,0,0,40,0
14983,22,1,5,10,0,8,3,0,0,0,0,20,0
14984,35,2,6,12,0,0,0,0,1,14344,0,40,1
14985,41,2,2,7,0,2,5,1,1,0,0,40,0
14986,43,3,0,13,1,2,1,0,0,0,0,53,0
14987,60,2,5,10,1,5,1,0,0,0,0,55,0
14988,73,2,8,4,1,5,1,0,0,0,0,30,1
14989,90,2,0,13,1,1,2,0,1,0,0,40,1
14990,62,3,1,9,1,0,1,0,0,0,0,38,0
14991,28,2,1,9,1,6,1,0,0,0,0,40,0
14992,45,2,5,10,1,6,1,0,0,0,0,40,0
14993,19,2,1,9,0,5,0,0,0,0,0,45,0
14994,30,2,1,9,0,6,0,0,0,0,0,35,0
14995,19,2,14,8,0,2,3,1,1,0,0,52,0
14996,23,2,5,10,0,4,3,1,0,2202,0,80,0
14997,22,3,0,13,0,3,3,0,0,0,0,10,0
14998,19,2,1,9,0,0,3,0,1,0,0,28,0
14999,45,3,6,12,2,0,4,2,0,0,2080,40,0
15000,26,4,1,9,0,4,4,1,1,0,0,25,0
15001,42,4,12,6,1,2,1,0,0,99999,0,40,1
15002,62,1,1,9,1,8,1,0,0,0,0,35,0
15003,61,2,12,6,1,5,1,0,0,0,0,40,0
15004,34,2,0,13,2,5,0,3,0,0,1564,60,1
15005,22,4,1,9,0,4,3,0,1,0,0,53,0
15006,56,2,3,14,1,3,1,0,0,0,0,40,1
15007,32,2,5,10,1,3,1,0,0,0,0,40,0
15008,26,2,1,9,2,6,0,0,0,0,0,40,0
15009,32,2,1,9,0,5,3,1,1,0,1669,45,0
15010,58,2,6,12,2,0,0,0,0,0,1876,40,0
15011,25,1,6,12,1,0,2,0,1,0,0,35,1
15012,23,2,5,10,0,0,3,0,1,0,0,25,0
15013,23,2,5,10,1,10,1,0,0,0,0,40,0
15014,54,2,5,10,1,0,1,0,0,0,0,40,0
15015,28,2,5,10,0,1,0,0,1,0,0,35,0
15016,35,2,0,13,1,5,1,0,0,0,0,40,1
15017,30,2,5,10,1,3,1,0,0,0,0,25,1
15018,23,2,14,8,1,6,1,0,0,0,0,40,0
15019,42,2,5,10,1,10,1,0,0,0,0,50,1
15020,72,2,12,6,6,0,0,0,1,0,0,20,0
15021,21,2,1,9,1,9,1,0,0,0,0,40,0
15022,37,2,0,13,0,6,0,0,0,0,0,40,0
15023,54,2,1,9,2,4,0,0,1,0,0,40,0
15024,58,2,3,14,2,0,0,0,1,0,1980,45,0
15025,32,2,0,13,0,3,3,0,0,0,0,40,0
15026,65,2,5,10,6,0,0,0,1,0,0,15,0
15027,22,2,0,13,1,9,1,0,0,0,0,45,0
15028,52,2,0,13,1,1,1,0,0,0,0,40,1
15029,65,2,12,6,6,5,0,0,1,0,0,20,0
15030,33,1,1,9,0,4,0,0,1,0,0,35,0
15031,35,2,1,9,0,9,4,0,0,6497,0,65,0
15032,27,2,5,10,0,0,3,0,1,0,0,40,0
15033,34,0,1,9,0,4,3,1,0,0,0,42,0
15034,53,1,1,9,1,5,1,0,0,0,0,70,0
15035,23,2,12,6,1,6,1,0,0,0,0,40,0
15036,43,0,9,16,4,3,4,0,1,0,0,40,1
15037,58,2,7,11,1,1,1,0,0,3908,0,40,0
15038,38,2,12,6,4,0,4,0,0,0,3770,40,0
15039,26,2,1,9,1,2,1,0,0,0,0,50,0
15040,60,2,0,13,1,1,1,0,0,0,0,50,1
15041,28,2,1,9,1,9,1,0,0,0,1672,50,0
15042,33,3,1,9,0,0,3,0,1,0,0,30,0
15043,29,4,5,10,1,7,1,0,0,0,0,40,0
15044,54,0,9,16,0,1,0,0,1,0,0,50,1
15045,41,2,8,4,1,8,1,0,0,0,0,36,0
15046,63,1,5,10,2,1,0,0,0,0,0,50,0
15047,31,2,1,9,1,0,2,0,1,0,0,27,0
15048,23,2,0,13,0,5,3,1,1,0,0,25,0
15049,31,2,5,10,3,7,0,1,0,0,0,40,0
15050,41,2,10,15,1,3,1,0,0,0,0,45,1
15051,51,2,1,9,1,7,1,0,0,0,0,40,1
15052,59,2,5,10,1,6,1,0,0,0,0,40,1
15053,23,2,5,10,0,3,0,0,1,0,0,45,0
15054,24,1,5,10,0,1,0,1,0,0,0,45,0
15055,67,1,1,9,2,3,0,0,1,0,0,20,0
15056,47,4,0,13,1,3,1,0,0,0,0,40,1
15057,21,2,1,9,0,6,0,0,0,0,0,40,0
15058,38,2,8,4,1,8,1,0,0,0,0,40,0
15059,55,2,0,13,2,3,4,0,1,0,0,40,0
15060,39,2,3,14,2,3,3,0,1,1506,0,40,0
15061,24,2,1,9,4,4,4,0,1,0,0,50,1
15062,24,2,1,9,1,11,1,2,0,0,0,40,0
15063,38,2,5,10,1,5,1,0,0,7298,0,40,1
15064,19,2,1,9,0,4,3,0,0,0,0,24,0
15065,32,2,1,9,1,6,1,0,0,0,0,50,0
15066,63,1,5,10,1,1,1,0,0,0,0,60,1
15067,18,2,5,10,0,5,0,0,1,0,0,30,0
15068,36,2,5,10,1,7,1,0,0,0,0,45,0
15069,41,2,0,13,2,7,3,1,0,6497,0,40,0
15070,57,2,5,10,0,11,0,0,0,0,0,40,0
15071,48,2,1,9,1,6,1,0,0,0,0,40,0
15072,44,2,1,9,2,5,0,0,1,0,1504,40,0
15073,25,2,5,10,0,1,3,2,0,0,0,40,0
15074,48,2,14,8,1,1,1,0,0,0,0,50,0
15075,20,2,5,10,0,5,3,0,1,0,0,8,0
15076,74,1,1,9,1,5,1,0,0,0,0,55,0
15077,44,2,1,9,0,1,0,0,1,0,0,40,0
15078,26,2,5,10,1,9,2,0,1,0,0,40,0
15079,54,4,1,9,1,8,1,0,0,0,0,40,0
15080,39,2,1,9,1,2,1,0,0,0,0,48,1
15081,38,2,5,10,2,0,0,0,1,7443,0,40,0
15082,18,2,12,6,0,4,5,0,1,0,0,40,0
15083,32,4,3,14,0,3,0,4,1,0,0,40,0
15084,24,2,5,10,0,4,3,0,0,0,0,40,0
15085,19,1,4,5,0,3,0,0,0,0,0,35,0
15086,28,2,1,9,1,9,1,0,0,0,0,40,0
15087,28,2,1,9,4,2,0,4,0,0,0,30,0
15088,49,4,1,9,1,6,1,0,0,0,0,40,0
15089,50,2,0,13,1,6,1,0,0,0,0,40,0
15090,63,2,1,9,6,9,5,1,1,0,0,40,0
